sku_id,version,creation_date,start_date,end_date,display_name,description,sku_type,wholesale_price,list_price,sale_price,on_sale,tax_status,fulfiller,item_acl,nonreturnable,discountable,fractional_quantities_allowed,manuf_part_num,online_only
sku30071,3,"2010-04-29 18:09:13",NULL,NULL,"Double Layer Polo",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30073,3,"2010-04-29 18:09:37",NULL,NULL,"Double Layer Polo",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30075,3,"2010-04-29 18:10:21",NULL,NULL,"Double Layer Polo",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30077,3,"2010-04-29 18:10:47",NULL,NULL,"Double Layer Polo",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30079,3,"2010-04-29 18:11:12",NULL,NULL,"Double Layer Polo",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30081,3,"2010-04-29 18:13:40",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30083,3,"2010-04-29 18:14:04",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30085,3,"2010-04-29 18:14:32",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30087,3,"2010-04-29 18:14:57",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30089,3,"2010-04-29 18:15:30",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30091,3,"2010-04-29 18:15:52",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30093,3,"2010-04-29 18:16:20",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30095,3,"2010-04-29 18:16:47",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30097,3,"2010-04-29 18:17:21",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30099,3,"2010-04-29 18:17:43",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30101,3,"2010-04-29 18:18:04",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku30103,3,"2010-04-29 18:18:30",NULL,NULL,"Weekend T-Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40003,3,"2010-04-30 10:05:11",NULL,NULL,"Double Layer Polo",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40005,3,"2010-04-30 10:27:54",NULL,NULL,"Distressed Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40007,3,"2010-04-30 10:28:15",NULL,NULL,"Distressed Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40009,3,"2010-04-30 10:28:42",NULL,NULL,"Distressed Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40011,3,"2010-04-30 10:29:09",NULL,NULL,"Distressed Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40013,3,"2010-04-30 10:32:00",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40015,3,"2010-04-30 10:32:21",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40017,3,"2010-04-30 10:32:41",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40019,3,"2010-04-30 10:33:04",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40021,3,"2010-04-30 10:33:33",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40023,3,"2010-04-30 10:33:55",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40025,3,"2010-04-30 10:34:23",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40027,3,"2010-04-30 10:34:44",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40029,3,"2010-04-30 10:35:11",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40031,3,"2010-04-30 10:35:30",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40033,3,"2010-04-30 10:35:52",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40035,3,"2010-04-30 10:36:13",NULL,NULL,"Cargo Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40037,3,"2010-04-30 11:40:19",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40039,3,"2010-04-30 11:40:38",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40041,3,"2010-04-30 11:40:52",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40043,3,"2010-04-30 11:41:24",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40045,3,"2010-04-30 11:41:57",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40047,3,"2010-04-30 11:42:12",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40049,3,"2010-04-30 11:42:23",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40051,3,"2010-04-30 11:42:41",NULL,NULL,"Corduroy Pants",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40053,3,"2010-04-30 11:50:52",NULL,NULL,"Weekend Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40055,3,"2010-04-30 11:51:07",NULL,NULL,"Weekend Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40057,3,"2010-04-30 11:51:22",NULL,NULL,"Weekend Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40059,3,"2010-04-30 11:51:44",NULL,NULL,"Weekend Jeans",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40061,3,"2010-04-30 11:54:26",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40063,3,"2010-04-30 11:54:44",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40065,3,"2010-04-30 11:54:58",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40067,3,"2010-04-30 11:55:14",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40069,3,"2010-04-30 11:55:54",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40071,3,"2010-04-30 11:56:11",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40073,3,"2010-04-30 11:56:25",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40075,3,"2010-04-30 11:56:40",NULL,NULL,"Rugged Khakis",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40085,3,"2010-04-30 17:18:00",NULL,NULL,"Cowboy Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40087,3,"2010-04-30 17:18:15",NULL,NULL,"Cowboy Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40101,3,"2010-05-04 05:37:57",NULL,NULL,"Cowboy Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40103,3,"2010-05-04 08:28:15",NULL,NULL,"Cowboy Shirt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40105,3,"2010-05-07 09:16:57",NULL,NULL,"Aviator Sunglasses",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40109,3,"2010-05-07 09:26:42",NULL,NULL,"Vintage Hat",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40111,3,"2010-05-07 09:28:53",NULL,NULL,"Dot Tie",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40113,3,"2010-05-07 09:29:09",NULL,NULL,"Dot Tie",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40115,3,"2010-05-07 09:29:28",NULL,NULL,"Dot Tie",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40117,3,"2010-05-07 09:37:31",NULL,NULL,"Striped Tie",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40119,3,"2010-05-07 09:38:28",NULL,NULL,"Striped Tie",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40121,3,"2010-05-07 09:39:05",NULL,NULL,"Striped Tie",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40124,3,"2010-05-07 09:44:11",NULL,NULL,"Distressed Brown Belt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40127,3,"2010-05-07 09:46:34",NULL,NULL,"Distressed Brown Belt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40129,3,"2010-05-07 09:47:04",NULL,NULL,"Distressed Brown Belt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40131,3,"2010-05-07 09:47:31",NULL,NULL,"Distressed Brown Belt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40133,3,"2010-05-07 09:48:06",NULL,NULL,"Distressed Brown Belt",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40135,3,"2010-05-07 09:50:12",NULL,NULL,"Military Jacket",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40137,3,"2010-05-07 09:50:50",NULL,NULL,"Military Jacket",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40139,3,"2010-05-07 09:51:32",NULL,NULL,"Military Jacket",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40141,3,"2010-05-07 09:53:15",NULL,NULL,"Mountain Vest",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40143,3,"2010-05-07 09:53:48",NULL,NULL,"Mountain Vest",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40145,3,"2010-05-07 09:54:20",NULL,NULL,"Mountain Vest",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40147,3,"2010-05-07 10:35:30",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40149,3,"2010-05-07 11:24:53",NULL,NULL,"Leather Jacket",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40151,3,"2010-05-07 11:25:46",NULL,NULL,"Leather Jacket",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40153,3,"2010-05-07 11:26:22",NULL,NULL,"Leather Jacket",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40155,3,"2010-05-07 13:07:07",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40156,3,"2010-05-07 13:07:20",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40159,3,"2010-05-07 13:08:08",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40160,3,"2010-05-07 13:08:06",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40163,3,"2010-05-07 13:08:35",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40176,3,"2010-05-07 13:22:01",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40178,3,"2010-05-07 13:22:41",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40180,3,"2010-05-07 13:23:13",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40182,3,"2010-05-07 13:23:37",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40184,3,"2010-05-07 13:24:06",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40186,3,"2010-05-07 13:24:37",NULL,NULL,"Board Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40188,3,"2010-05-07 13:41:45",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40192,3,"2010-05-07 13:08:35",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40193,3,"2010-05-07 13:24:37",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40194,3,"2010-05-07 13:08:06",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40195,3,"2010-05-07 13:24:06",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40196,3,"2010-05-07 13:08:08",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40197,3,"2010-05-07 13:23:37",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40198,3,"2010-05-07 13:07:20",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40199,3,"2010-05-07 13:23:13",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40200,3,"2010-05-07 13:07:07",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40201,3,"2010-05-07 13:22:41",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40202,3,"2010-05-07 10:35:30",NULL,NULL,"Cargo Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40204,3,"2010-05-07 10:35:30",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40205,3,"2010-05-07 13:22:41",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40206,3,"2010-05-07 13:07:07",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40207,3,"2010-05-07 13:23:13",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40208,3,"2010-05-07 13:07:20",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40209,3,"2010-05-07 13:23:37",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40210,3,"2010-05-07 13:08:08",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40211,3,"2010-05-07 13:24:06",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40212,3,"2010-05-07 13:08:06",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40213,3,"2010-05-07 13:24:37",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40214,3,"2010-05-07 13:08:35",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40215,3,"2010-05-07 13:41:45",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40216,3,"2010-05-07 13:22:01",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40217,3,"2010-05-07 10:35:30",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40218,3,"2010-05-07 13:22:41",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40219,3,"2010-05-07 13:07:07",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40220,3,"2010-05-07 13:23:13",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40221,3,"2010-05-07 13:07:20",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40222,3,"2010-05-07 13:23:37",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40223,3,"2010-05-07 13:08:08",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40224,3,"2010-05-07 13:24:06",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40225,3,"2010-05-07 13:08:06",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40226,3,"2010-05-07 13:24:37",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40227,3,"2010-05-07 13:08:35",NULL,NULL,"Belted Rugged Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40228,3,"2010-05-07 16:33:51",NULL,NULL,"Italian Glass Bowl",NULL,0,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40242,3,"2010-05-07 13:41:45",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40243,3,"2010-05-07 13:08:35",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40244,3,"2010-05-07 13:24:37",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40245,3,"2010-05-07 13:08:06",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40246,3,"2010-05-07 13:24:06",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40247,3,"2010-05-07 13:08:08",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
sku40248,3,"2010-05-07 13:23:37",NULL,NULL,"Distressed Shorts",NULL,1,NULL,NULL,NULL,0,0,NULL,NULL,0,1,0,NULL,0
